学年,学期,教学班,课程号,课程名称,开课学院,计划学院,学分,课程性质,课程类别名称,开课类型,年级,专业,成绩录入老师,职称,上课人数,理论,上机,实验,实践,周日,周一,周二,周三,周四,周五,周六,选课备注,其他教师,教材名称,出版社
2025-2026,2,(2025-2026-2)-3500520011015-01,3500520011015,数据库系统,计算机学院,计算机学院,2.5,专业教育必修,专业课程,专业教育课程,2024,软件工程（特软班）,王黎维,副教授,63\53,32,,12,,,,,"1-11周6-8节3区1-218(87,多媒体),12-14周6-9节(,)",,,,12-14周周三 6-9节计算机楼A105,,,
2025-2026,2,(2025-2026-2)-1100850011051-13,1100850011051,高等数学A2,公共数学教学,计算机学院,6.0,公共基础选修,无,专业教育课程,2025,计算机类,汪玉峰,副教授,120\74,96,,,,,"1-16周6-7节3区1-402(193,多媒体)",,"1-16周6-7节3区1-402(193,多媒体)",,"1-16周1-2节3区1-402(193,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-1100850011051-13,1100850011051,高等数学A2,公共数学教学,计算机学院,6.0,公共基础选修,无,专业教育课程,2025,软件工程（特软班）,汪玉峰,副教授,120\74,96,,,,,"1-16周6-7节3区1-402(193,多媒体)",,"1-16周6-7节3区1-402(193,多媒体)",,"1-16周1-2节3区1-402(193,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-1000890011009-17,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,政治与公共管理学院,3.0,公共基础必修,无,专业教育课程,2024,政治学与行政学,李美幸,讲师,121\0,48,,,,,,"1-16周3-5节1区3-002(150,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-17,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,政治与公共管理学院,3.0,公共基础必修,无,专业教育课程,2024,外交学,李美幸,讲师,121\0,48,,,,,,"1-16周3-5节1区3-002(150,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-17,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,政治与公共管理学院,3.0,公共基础必修,无,专业教育课程,2024,行政管理,李美幸,讲师,121\0,48,,,,,,"1-16周3-5节1区3-002(150,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-17,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,政治与公共管理学院,3.0,公共基础必修,无,专业教育课程,2024,公共事业管理,李美幸,讲师,121\0,48,,,,,,"1-16周3-5节1区3-002(150,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-3000240011011-01,3000240011011,思想政治教育学原理,马克思主义学院,马克思主义学院,3.0,专业教育必修,大类平台,专业教育课程,2025,马克思主义理论类,杨威,教授,86\0,48,,,,,,,,"1-16周3-5节1区3-502(99,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3350310011068-01,3350310011068,多复分析,数学与统计学院,数学与统计学院,3,专业教育选修,,专业教育课程,2023,数学与应用数学（强基计划）,尹万科,教授,20\0,48,,,,,,,,,"1-16周6-8节1区5-406(32,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3350310011068-01,3350310011068,多复分析,数学与统计学院,数学与统计学院,3,专业教育选修,,专业教育课程,2023,数学与应用数学（自强班）,尹万科,教授,20\0,48,,,,,,,,,"1-16周6-8节1区5-406(32,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3000130013014-01,3000130013014,高级英语,外国语言文学学院,外国语言文学学院,4.0,专业教育必修,专业课程,专业教育课程,2025,涉外法律人才班,张东燕,讲师,20\0,64,,,,,"1-11周3-5节1区新外-01(43,多媒体)",,,,"1-11周3-5节1区新外-01(43,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3350110011160-01,3350110011160,西方宗教原典选读,哲学学院,哲学学院,3.0,专业教育选修,专业课程,专业教育课程,2023,宗教学,赵盼,,15\0,48,,,,,,"1-16周6-8节1区5-512(24,多媒体)",,,,,实际上课教师为尹智鹤老师,,,
2025-2026,2,(2025-2026-2)-3000530011016-网安试验班,3000530011016,科研创新实训II（创）,国家网络安全学院,国家网络安全学院,1.0,专业教育必修,创新创业课程,专业教育课程,2023,网络空间安全（网络安全试验班）,曹越,教授,21\0,,,,24,,,,,,,,,,,
2025-2026,2,(2025-2026-2)-1100820011061-75,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,胡卫兵,副教授,36\37,4,,,28,,,"1-16周6-7节桂园操场田径场(50,体育馆)",,,,,素质体育2（篮球）,,,
2025-2026,2,(2025-2026-2)-0000130015003-01,0000130015003,法语视听说 4SXZ,外国语言文学学院,数学与统计学院,1.0,公共基础必修,核心课程,专业教育课程,2024,数学与应用数学（中法班）,法语外教M,副教授,27\0,,,,32,,,,"1-16周1-2节1区理-307(30,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-100013001004-82-23,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,杨华,讲师,27\26,48,,,,,,"1-16周3-5节1区5-306(32,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-3150340011024-07,3150340011024,生物化学实验,生命科学学院,生命科学学院,2.0,专业教育选修,专业课程,专业教育课程,2024,生物科学类,史熊杰,副研究员,20\18,,,48,,,,,,,"1-16周6-10节(,)",,2120室36+24（2018室）,,,
2025-2026,2,(2025-2026-2)-1000890011009-23,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,数学与统计学院,3.0,公共基础必修,无,专业教育课程,2024,数学与应用数学,张镭宝,,118\0,48,,,,,,,"1-16周6-8节1区3-002(150,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-23,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,数学与统计学院,3.0,公共基础必修,无,专业教育课程,2024,数学弘毅班,张镭宝,,118\0,48,,,,,,,"1-16周6-8节1区3-002(150,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-23,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,数学与统计学院,3.0,公共基础必修,无,专业教育课程,2024,金融数学,张镭宝,,118\0,48,,,,,,,"1-16周6-8节1区3-002(150,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-23,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,数学与统计学院,3.0,公共基础必修,无,专业教育课程,2024,数学与应用数学（强基计划）,张镭宝,,118\0,48,,,,,,,"1-16周6-8节1区3-002(150,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-23,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,数学与统计学院,3.0,公共基础必修,无,专业教育课程,2024,数学与应用数学（中法班）,张镭宝,,118\0,48,,,,,,,"1-16周6-8节1区3-002(150,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-23,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,数学与统计学院,3.0,公共基础必修,无,专业教育课程,2024,信息与计算科学（自强班）,张镭宝,,118\0,48,,,,,,,"1-16周6-8节1区3-002(150,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3150450011287-01,3150450011287,写生实习,城市设计学院,城市设计学院,1.0,专业教育必修,专业课程,专业教育课程,2022,产品设计,彭芳,副教授,3\0,,,,24,,,,,,,,城设专教画室,,,
2025-2026,2,(2025-2026-2)-3000550011135-02,3000550011135,Python程序设计,测绘学院,测绘学院,2.0,专业教育选修,专业课程,专业教育课程,2025,时空信息工程,李英冰,副教授,30\28,24,,12,,,,,,,"2-9周11-13节3区1-119(42,多媒体),2-9周8-9节3区1-119(42,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-2000840011003-09,2000840011003,人工智能导引B,计算中心,,2.0,通识教育必修,核心通识,通识必修课程,wnj,,王翀,副教授,200\0,32,,,,,,"1-11周11-13节4区01101(221,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-100013001004-82-29,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,吴春清,副教授,28\23,48,,,,,,,"1-16周3-5节1区5-202(40,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-100830011001-13,100830011001,大学生心理健康,大学生心理健康中心,电气与自动化学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2025,工科试验班（电气）,吴珏,,94\94,32,,,,,,,,,"1-11周6-7节2区A207(122,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-100013001004-26-12,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,郭懿,讲师,36\33,48,,,,,,,"1-16周3-5节2区A402(40,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1100820011061-0200,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,张葳,副教授,36\30,4,,,28,,,,,"1-16周3-4节桂园操场田径场(50,体育馆)",,,素质体育2（健身气功）,,,
2025-2026,2,(2025-2026-2)-3140210011116-12,3140210011116,会计学,经济与管理学院,经济与管理学院,3.0,专业教育必修,大类平台,专业教育课程,2025,工程管理,田娟,讲师,70\65,48,,,,,,,,,"1-16周3-5节1区3-202(99,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3140210011116-12,3140210011116,会计学,经济与管理学院,经济与管理学院,3.0,专业教育必修,大类平台,专业教育课程,2025,人力资源管理,田娟,讲师,70\65,48,,,,,,,,,"1-16周3-5节1区3-202(99,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3140210011116-12,3140210011116,会计学,经济与管理学院,经济与管理学院,3.0,专业教育必修,大类平台,专业教育课程,2025,管理科学,田娟,讲师,70\65,48,,,,,,,,,"1-16周3-5节1区3-202(99,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3150160011027-02,3150160011027,实验剧目,艺术学院,艺术学院,5,专业教育必修,,专业教育课程,2022,表演,杨诚,讲师,14\14,80,,,,,"1-16周6-10节(,)",,,,,,艺术学院二排,,,
2025-2026,2,(2025-2026-2)-3150110011178-01,3150110011178,发展心理学,前沿交叉学科研究院,弘毅学堂,3.0,专业教育必修,专业课程,专业教育课程,2024,心理学试验班,张春妹,副教授,8\8,48,,,,,,"8-15周11-13节1区5-305(32,多媒体)",,,"8-15周6-8节1区5-305(32,多媒体)",,该课程是 线上线下混合 上课,,,
2025-2026,2,(2025-2026-2)-3140340011021-04,3140340011021,遗传学,生命科学学院,生命科学学院,3.0,专业教育必修,大类平台,专业教育课程,2024,生物科学类,陈香嵩,,50\42,48,,,,,"1-16周6-8节1区6-104(63,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3350520011071-软件工程-智能化软件-02,3350520011071,大数据计算架构,计算机学院,计算机学院,2.0,专业教育选修,专业课程,专业教育课程,2023,软件工程,王黎维,副教授,93\35,24,,,12,,,,,,"2-13周11-13节3区1-303(111,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-100830011001-27,100830011001,大学生心理健康,大学生心理健康中心,遥感信息工程学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2025,遥感科学与技术,吴玉婷,助教,110\110,32,,,,,,,"1-11周1-2节3区1-302(195,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-2000840011002-03,2000840011002,人工智能导引A,计算中心,,2.0,通识教育必修,核心通识,通识必修课程,wnj,,张敬,,200\140,32,,,,,,,,"1-11周11-13节3区1-427(249,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-24,1100740011004,形势与政策4,形势与政策教育中心,城市设计学院,0.5,公共基础必修,,专业教育课程,2024,产品设计,施焕军,,167\0,8,,,,,,,,"14-15周6-8节2区5-103(210,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-24,1100740011004,形势与政策4,形势与政策教育中心,城市设计学院,0.5,公共基础必修,,专业教育课程,2024,环境设计,施焕军,,167\0,8,,,,,,,,"14-15周6-8节2区5-103(210,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-24,1100740011004,形势与政策4,形势与政策教育中心,城市设计学院,0.5,公共基础必修,,专业教育课程,2024,建筑学（中英班）,施焕军,,167\0,8,,,,,,,,"14-15周6-8节2区5-103(210,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-24,1100740011004,形势与政策4,形势与政策教育中心,城市设计学院,0.5,公共基础必修,,专业教育课程,2024,智慧国土空间规划试验班,施焕军,,167\0,8,,,,,,,,"14-15周6-8节2区5-103(210,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-24,1100740011004,形势与政策4,形势与政策教育中心,城市设计学院,0.5,公共基础必修,,专业教育课程,2024,城乡规划(本硕试验班),施焕军,,167\0,8,,,,,,,,"14-15周6-8节2区5-103(210,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-24,1100740011004,形势与政策4,形势与政策教育中心,城市设计学院,0.5,公共基础必修,,专业教育课程,2024,建筑学数智建筑试验班,施焕军,,167\0,8,,,,,,,,"14-15周6-8节2区5-103(210,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-24,1100740011004,形势与政策4,形势与政策教育中心,城市设计学院,0.5,公共基础必修,,专业教育课程,2024,建筑学人工智能试验班,施焕军,,167\0,8,,,,,,,,"14-15周6-8节2区5-103(210,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-24,1100740011004,形势与政策4,形势与政策教育中心,城市设计学院,0.5,公共基础必修,,专业教育课程,2024,城乡规划人工智能试验班,施焕军,,167\0,8,,,,,,,,"14-15周6-8节2区5-103(210,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-100013001004-74-52,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,李秀梅,讲师,28\27,48,,,,,,,"1-16周6-8节1区5-208(32,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-0000870011009-01,0000870011009,有机化学实验A,公共化学教学,生命科学学院,2.5,公共基础必修,专业课程,专业教育课程,2025,生物科学类,XIONGYING,副教授,23\10,,,60,,,,,,,"4-16周1-5节(,)",,,,,
2025-2026,2,(2025-2026-2)-2110720011002-06,2110720011002,自然科学经典导引,通识教育中心,,2.0,通识教育必修,核心通识,通识必修课程,wnj,,待定,,108\0,32,,,,,"1-12周11-13节1区5-411(166,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000820011076-01,1000820011076,体育舞蹈2,体育部,,1.0,公共基础必修,无,体育,wnj,,刘振清,副教授,30\28,4,,,28,,"1-16周3-4节卓尔体育馆142(50,体育馆)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3150130015080-01,3150130015080,基础法语（2）,外国语言文学学院,外国语言文学学院,6.0,专业教育必修,,辅修课程,2025,法语（法学）,苏昉,讲师,26\0,48,,,72,,,,"1-16周1-2节1区新外-03(32,多媒体)",,"1-16周11-12节1区5-210(32,多媒体),1-16周6-7节1区5-210(32,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3000220011078-02,3000220011078,模拟法庭,法学院,法学院,2,专业教育选修,无,专业教育课程,2023,法学,霍飞,助理实验师,10\0,48,,,,,,,,,,,,,,
2025-2026,2,(2025-2026-2)-3200520011010-02,3200520011010,嵌入式软件设计,计算机学院,计算机学院,2.5,专业教育必修,专业课程,专业教育课程,2023,软件工程（特软班）,陈曦,教授,32\30,24,,24,,,"1-8周6-8节3区1-114(32,多媒体)",,"6-11周10-13节(,)",,,,6-11周周三10-13节，计算机学院A104	,,,
2025-2026,2,(2025-2026-2)-1100820011061-0186,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,李海冰,教授,36\30,4,,,28,,,"1-16周6-7节九一二体育场(50,体育馆)",,,,,素质体育2（定向越野）,,,
2025-2026,2,(2025-2026-2)-1000890011016-27,1000890011016,马克思主义基本原理,公共政治教学,生命科学学院,2.5,公共基础必修,无,专业教育课程,2025,生物科学（强基计划）,张乾元,教授,49\49,40,,,,,,"1-14周6-8节1区5-509(60,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011016-27,1000890011016,马克思主义基本原理,公共政治教学,生命科学学院,2.5,公共基础必修,无,专业教育课程,2025,生物科学(国际试验班),张乾元,教授,49\49,40,,,,,,"1-14周6-8节1区5-509(60,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011016-27,1000890011016,马克思主义基本原理,公共政治教学,生命科学学院,2.5,公共基础必修,无,专业教育课程,2025,生物科学(本硕博试验班),张乾元,教授,49\49,40,,,,,,"1-14周6-8节1区5-509(60,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-3150140011062-01,3150140011062,外国新闻传播史,新闻与传播学院,新闻与传播学院,2.0,专业教育必修,,专业教育课程,2024,新闻学,待定,,60\50,32,,,,,,"1-16周1-2节1区6-201(65,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-3000220011050-01,3000220011050,国际法实训,法学院,法学院,2.0,专业教育选修,无,专业教育课程,2023,国际法,郝雅烨子,,24\0,32,,,,,"1-11周6-8节1区枫-312(32,多媒体)",,,,,,仅法学院国际法专业,,,
2025-2026,2,(2025-2026-2)-3000220011039-01,3000220011039,法律英语（LEC）,法学院,法学院,3,专业教育必修,无,专业教育课程,2024,国际法,孟梓歆,,50\24,48,,,,,,"1-16周11-13节1区法-115(123,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-3000130015101-01,3000130015101,德语媒体与交际（创）,外国语言文学学院,外国语言文学学院,2.0,专业教育选修,专业课程,专业教育课程,2023,德语,张申威,,14\0,16,,,24,,,,,,,,外语学院2楼语音教室,刘靓,,
2025-2026,2,(2025-2026-2)-1000890011017-52,1000890011017,中国近现代史纲要,公共政治教学,计算机学院,2.5,公共基础必修,无,专业教育课程,2025,计算机弘毅班,吴向伟,副教授,97\97,40,,,,,"1-14周11-13节3区2-217(122,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011017-52,1000890011017,中国近现代史纲要,公共政治教学,计算机学院,2.5,公共基础必修,无,专业教育课程,2025,软件工程（特软班）,吴向伟,副教授,97\97,40,,,,,"1-14周11-13节3区2-217(122,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-300085001001-01,300085001001,离散数学,公共数学教学,土木建筑工程学院,2,专业教育必修,核心课程,专业教育课程,2024,数智土木本硕博试验班（智能建造方向）,李姗娜,,18\0,32,,,,,,,,,"5-15周3-5节2区A217(36,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-300085001001-01,300085001001,离散数学,公共数学教学,土木建筑工程学院,2,专业教育必修,核心课程,专业教育课程,2024,智能建造,李姗娜,,18\0,32,,,,,,,,,"5-15周3-5节2区A217(36,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-2000840011002-07,2000840011002,人工智能导引A,计算中心,,2.0,通识教育必修,核心通识,通识必修课程,wnj,,谢榕,教授,200\0,32,,,,,,,"1-11周11-13节国软4-304(200,多媒体)",,,,,,,
